targetname,datetime_str,datetime_jd,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,IB_elong,IB_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,H,G
24 Themis (A853 GA),2023-Oct-01 00:00,2460218.5,,,48.17024,18.09071,50.74454,3.24998,26.43291,-2.71188,,,,,,,,,999,,12.221,6.661,100.0,7e-11,0.0,*,0.08718,,,,,95.86,0.0,,,50.6575,0.1808,3.131473778658,-1.9624966,3.13147377865767,-1.9624966,26.04367327,16.8780003,16.8780007,0.0,/*,0.0032,,,,,,0.00316,Ari,69.182355,50.6575254,0.1807745,,,164.021508,-33.282078,,8.328331,0.038,0.011,0.04,0.00283,16.192,0.000356,0.04,30.2721,2.9e-06,0.01,0.02,0.000202,266.038,,0.0032,50.6559,0.1808,7.26,0.19
24 Themis (A853 GA),2023-Oct-02 00:00,2460219.5,,,48.3494,18.13977,50.92111,3.23187,26.45148,-2.71845,,,,,,,,,999,,12.22,6.66,100.0,7e-11,0.0,*,0.087211,,,,,95.87,0.0,,,50.8347,0.183,3.130340235448,-1.9628369,3.13034023544811,-1.9628369,26.03424588,16.8840097,16.8840101,0.0,/*,0.0032,,,,,,0.00316,Ari,69.182353,50.8347218,0.1829886,,,164.145668,-33.13851,,8.325973,0.039,0.011,0.04,0.00283,16.137,0.0003567,0.04,30.2454,2.9e-06,0.01,0.02,0.000202,266.2116,,0.0032,50.8331,0.183,7.26,0.19
25 Phocaea (A853 GB),2023-Oct-01 00:00,2460218.5,,,161.2212,-9.6958,166.41912,-23.55556,27.60472,7.128655,,,,,,,,,999,,12.346,4.484,100.0,2e-11,0.0,*,0.030201,,,,,75.52,0.0,,,166.4949,-16.3045,2.787350109278,-3.257439,2.7873501092776,-3.257439,23.18168398,16.3380268,16.3380273,0.0,/*,0.0031,,,,,,0.02569,Sex,69.182355,166.4948916,-16.3044503,,,258.777737,42.07449,,8.328331,0.007,0.004,0.00695,0.00348,-10.84,7.6e-05,0.008,4.874,6e-07,0.0,0.01,3.3e-05,220.0922,,0.0031,166.4933,-16.3048,7.89,0.15
25 Phocaea (A853 GB),2023-Oct-02 00:00,2460219.5,,,161.41194,-9.7246,166.61995,-23.50788,27.63211,7.176989,,,,,,,,,999,,12.343,4.482,100.0,2e-11,0.0,*,0.030222,,,,,75.44,0.0,,,166.6868,-16.2571,2.78546505706,-3.2702597,2.78546505706043,-3.2702597,23.16600648,16.3512163,16.3512168,0.0,/*,0.0031,,,,,,0.02564,Sex,69.182353,166.6868064,-16.2571295,,,258.999423,42.170091,,8.325973,0.007,0.004,0.00696,0.00348,-10.808,7.62e-05,0.008,4.8804,6e-07,0.0,0.01,3.3e-05,220.2826,,0.0031,166.6853,-16.2575,7.89,0.15
26 Proserpina (A853 JA),2023-Oct-01 00:00,2460218.5,,,3.27126,-1.24493,2.43445,4.50139,31.33212,0.275512,,,,,,,,,999,,12.005,5.114,100.0,4e-11,0.0,*,0.047232,,,,,89.5,0.0,,,2.5069,-2.4431,2.767408868665,1.3734113,2.7674088686653,1.3734113,23.01583774,17.5232948,17.5232944,0.0,/*,0.0033,,,,,,-0.00132,Psc,69.182355,2.506894,-2.4430687,,,101.769642,-62.530307,,8.328331,0.016,0.008,0.018,0.00229,25.988,0.0001284,0.018,5.3449,1.5e-06,0.0,0.01,3.6e-05,122.6662,,0.0033,2.5052,-2.4431,7.58,0.15
26 Proserpina (A853 JA),2023-Oct-02 00:00,2460219.5,,,3.45897,-1.15333,2.64392,4.50319,31.31433,0.266367,,,,,,,,,999,,12.006,5.115,100.0,4e-11,0.0,*,0.047218,,,,,89.51,0.0,,,2.7157,-2.4336,2.768201148392,1.3701949,2.76820114839152,1.3701949,23.02242693,17.5180897,17.5180893,0.0,/*,0.0033,,,,,,-0.00131,Psc,69.182353,2.7156966,-2.4336014,,,102.218313,-62.503163,,8.325973,0.016,0.008,0.018,0.00228,25.992,0.0001283,0.018,5.3465,1.5e-06,0.0,0.01,3.6e-05,122.8731,,0.0033,2.714,-2.4337,7.58,0.15
27 Euterpe (A853 VA),2023-Oct-01 00:00,2460218.5,,,170.09204,5.91908,168.47623,-5.72248,46.25665,0.643934,,,,,,,,,999,,10.512,4.15,100.0,7e-11,0.0,*,0.060267,,,,,89.2,0.0,,,168.5732,1.5205,2.196315919936,3.299726,2.19631591993558,3.299726,18.26620251,20.7338283,20.7338288,0.0,/*,0.0039,,,,,,-0.00058,Leo,69.182355,168.5732054,1.5205311,,,253.231181,59.688082,,8.328331,0.011,0.006,0.012,0.00342,-23.415,0.000127,0.012,4.1438,1.1e-06,0.0,0.01,2.8e-05,77.4087,,0.0039,168.5712,1.5205,7.09,0.15
27 Euterpe (A853 VA),2023-Oct-02 00:00,2460219.5,,,170.3779,5.80041,168.78587,-5.7181,46.1761,0.667691,,,,,,,,,999,,10.515,4.152,100.0,7e-11,0.0,*,0.060214,,,,,89.17,0.0,,,168.8814,1.5229,2.198222787881,3.3036486,2.19822278788113,3.3036486,18.28206145,20.7169346,20.7169351,0.0,/*,0.0039,,,,,,-0.00058,Leo,69.182353,168.8814418,1.5228837,,,253.805257,59.79422,,8.325973,0.011,0.006,0.012,0.00342,-23.453,0.000127,0.012,4.1354,1.1e-06,0.0,0.01,2.8e-05,77.7165,,0.0039,168.8795,1.5229,7.09,0.15
28 Bellona (A854 EA),2023-Oct-01 00:00,2460218.5,,,12.04098,-2.21724,9.90855,-0.19217,28.26198,-4.74587,,,,,,,,,999,,11.921,5.445,100.0,5e-11,0.0,*,0.057174,,,,,99.53,0.0,,,10.2015,-6.8006,2.915600648865,-2.4189847,2.91560064886499,-2.4189847,24.24831119,17.0061256,17.0061254,0.0,/*,0.0032,,,,,,-0.01745,Cet,69.182355,10.2014995,-6.8006184,,,120.990757,-65.07665,,8.328331,0.011,0.005,0.011,0.00382,16.602,0.0001375,0.012,6.8132,9e-07,0.0,0.01,4.5e-05,242.816,,0.0032,10.1999,-6.8004,7.27,0.15
28 Bellona (A854 EA),2023-Oct-02 00:00,2460219.5,,,12.22436,-2.16286,10.09706,-0.22382,28.28923,-4.75008,,,,,,,,,999,,11.919,5.444,100.0,5e-11,0.0,*,0.057201,,,,,99.53,0.0,,,10.3928,-6.8223,2.91420236721,-2.423101,2.91420236721026,-2.423101,24.23668204,17.0147466,17.0147464,0.0,/*,0.0032,,,,,,-0.01747,Cet,69.182353,10.3927548,-6.8223489,,,121.428493,-65.027191,,8.325973,0.011,0.005,0.011,0.00381,16.61,0.0001375,0.012,6.8162,9e-07,0.0,0.01,4.5e-05,243.0086,,0.0032,10.3911,-6.8222,7.27,0.15
29 Amphitrite (A854 EB),2023-Oct-01 00:00,2460218.5,,,6.99842,4.3855,8.27207,7.95185,39.92598,2.210284,,,,,,,,,999,,9.836,4.734,100.0,1e-10,0.0,*,0.107659,,,,,86.83,0.0,,,8.1584,1.251,2.427682567643,-1.0691075,2.42768256764283,-1.0691075,20.19042025,19.58654,19.5865398,0.0,/*,0.0037,,,,,,0.01194,Psc,69.182355,8.1584401,1.2510266,,,111.860166,-57.981387,,8.328331,0.012,0.008,0.013,0.00564,28.973,0.0002263,0.014,6.7437,1.1e-06,0.0,0.02,4.5e-05,309.2246,,0.0037,8.1566,1.2508,5.98,0.2
29 Amphitrite (A854 EB),2023-Oct-02 00:00,2460219.5,,,7.23188,4.5156,8.54091,7.96651,39.94775,2.185445,,,,,,,,,999,,9.835,4.734,100.0,1e-10,0.0,*,0.107687,,,,,86.87,0.0,,,8.4237,1.2787,2.427066282319,-1.0650235,2.42706628231883,-1.0650235,20.18529476,19.5913038,19.5913036,0.0,/*,0.0037,,,,,,0.01196,Psc,69.182353,8.4237185,1.2786618,,,112.333533,-57.89219,,8.325973,0.012,0.008,0.013,0.00565,28.957,0.0002269,0.014,6.7301,1.1e-06,0.0,0.02,4.5e-05,309.4933,,0.0037,8.4219,1.2785,5.98,0.2
30 Urania (A854 OA),2023-Oct-01 00:00,2460218.5,,,156.86602,8.61045,155.2024,-8.11594,36.30924,-2.00531,,,,,,,,,999,,11.567,4.858,100.0,5e-11,0.0,*,0.051371,,,,,93.16,0.0,,,155.4168,-0.9831,2.490384668661,2.1263783,2.49038466866143,2.1263783,20.71189772,18.3684451,18.3684457,0.0,/*,0.0035,,,,,,0.01161,Leo,69.182355,155.4167717,-0.9830592,,,234.656636,51.281387,,8.328331,0.008,0.004,0.00876,0.00256,-23.714,7.04e-05,0.009,4.4082,9e-07,0.0,0.01,2.9e-05,121.0349,,0.0035,155.415,-0.983,7.6,0.15
30 Urania (A854 OA),2023-Oct-02 00:00,2460219.5,,,157.09104,8.51451,155.4468,-8.12923,36.27473,-1.98147,,,,,,,,,999,,11.569,4.859,100.0,5e-11,0.0,*,0.051346,,,,,93.13,0.0,,,155.659,-0.9909,2.491611180654,2.1209514,2.49161118065395,2.1209514,20.72209831,18.3589095,18.3589101,0.0,/*,0.0035,,,,,,0.01161,Leo,69.182353,155.6589913,-0.990867,,,234.980864,51.414442,,8.325973,0.008,0.004,0.00876,0.00256,-23.755,7.03e-05,0.009,4.3991,9e-07,0.0,0.01,2.9e-05,121.2766,,0.0035,155.6572,-0.9908,7.6,0.15
SEMB-L1 (31),2023-Oct-01 00:00,2460218.5,,,6.64304,2.87041,7.28119,6.7454,147.2424,-6.86506,,,,,-27073.2,6554.143,283.993,,999,,,,,,27814.57,*,,,,,,n.a,,,,7.2341,-0.0008,0.991397113525,-0.490688,0.99139711352492,-0.490688,8.24519837,29.4449086,29.4449084,0.0,/*,0.0056,,,172.2002,,,0.01245,Psc,69.182355,7.2341016,-0.0007788,,,110.662776,-59.407706,,8.328331,,,,,,,,,,,,,,,0.0056,7.2313,-0.0008,,
SEMB-L1 (31),2023-Oct-02 00:00,2460219.5,,,7.5475,3.25836,8.26984,6.69863,147.3126,-7.16655,,,,,-23732.17,6398.866,285.429,,999,,,,,,24545.26,*,,,,,,n.a,,,,8.2171,-0.0008,0.991113485501,-0.4914657,0.9911134855011,-0.4914657,8.24283951,29.4533537,29.4533536,0.0,/*,0.0056,,,173.1164,,,0.01245,Psc,69.182353,8.2170669,-0.0008314,,,112.537377,-59.183889,,8.325973,,,,,,,,,,,,,,,0.0056,8.2143,-0.0008,,
SEMB-L2 (32),2023-Oct-01 00:00,2460218.5,,,6.64294,2.87036,7.28108,6.74541,147.2424,-6.86503,,,,,-27073.61,6554.162,283.993,,999,,,,,,27814.98,*,,,,,,n.a,,,,7.234,-0.0008,1.011514938258,-0.5006451,1.01151493825817,-0.5006451,8.41251322,30.0424144,30.0424142,0.0,/*,0.0057,,,172.2014,,,0.0122,Psc,69.182355,7.2339874,-0.0007788,,,110.662557,-59.407731,,8.328331,,,,,,,,,,,,,,,0.0057,7.2311,-0.0008,,
SEMB-L2 (32),2023-Oct-02 00:00,2460219.5,,,7.5474,3.25832,8.26972,6.69863,147.3126,-7.16652,,,,,-23732.58,6398.886,285.429,,999,,,,,,24545.66,*,,,,,,n.a,,,,8.217,-0.0008,1.011225554795,-0.5014386,1.01122555479486,-0.5014386,8.41010649,30.0510309,30.0510308,0.0,/*,0.0057,,,173.1173,,,0.0122,Psc,69.182353,8.2169527,-0.0008314,,,112.537161,-59.183917,,8.325973,,,,,,,,,,,,,,,0.0057,8.2141,-0.0008,,
33 Polyhymnia (A854 UB),2023-Oct-01 00:00,2460218.5,,,257.96027,-24.73129,259.15749,-1.31626,36.76946,4.272258,,,,,,,,,999,,12.55,4.59,100.0,3e-11,0.0,*,0.028877,,,,,83.37,0.0,,,259.0737,-1.7475,2.527184955875,-6.1738618,2.52718495587517,-6.1738618,21.01795638,19.8321089,19.8321083,0.0,/*,0.0036,,,,,,0.00555,Oph,69.182355,259.0737033,-1.7475112,,,359.363693,8.602052,,8.328331,0.021,0.003,0.021,0.00174,-5.126,0.0001158,0.021,16.1897,1.9e-06,0.0,0.01,0.000108,272.0485,,0.0036,259.0719,-1.7475,8.52,0.33
33 Polyhymnia (A854 UB),2023-Oct-02 00:00,2460219.5,,,258.23121,-24.7542,259.40304,-1.28772,36.873,4.287928,,,,,,,,,999,,12.544,4.587,100.0,3e-11,0.0,*,0.028918,,,,,83.37,0.0,,,259.3209,-1.7501,2.523619467379,-6.1728438,2.52361946737879,-6.1728438,20.98830311,19.8570881,19.8570875,0.0,/*,0.0036,,,,,,0.00557,Oph,69.182353,259.320937,-1.7501432,,,359.488193,8.38778,,8.325973,0.021,0.003,0.021,0.00174,-5.013,0.0001159,0.021,16.1895,1.9e-06,0.0,0.01,0.000108,272.2955,,0.0036,259.3191,-1.7501,8.52,0.33
SEMB-L4 (34),2023-Oct-01 00:00,2460218.5,,,65.42088,21.51463,67.19086,1.07002,146.2487,-18.4061,,,,,187805.382,-13877.24,92.445,,999,,,,,,188698.5,*,,,,,,n.a,,,,67.234,-0.0031,1.001422396451,-0.4956501,1.00142239645128,-0.4956501,8.32857611,29.742661,29.7426612,0.0,/*,0.0057,,,127.1942,,,0.01228,Tau,69.182355,67.2340448,-0.0030511,,,174.588917,-19.64002,,8.328331,,,,,,,,,,,,,,,0.0057,67.2312,-0.0031,,
SEMB-L4 (34),2023-Oct-02 00:00,2460219.5,,,66.46406,21.67401,68.16626,0.94712,146.3269,-18.4605,,,,,191100.088,-14306.54,92.487,,999,,,,,,192030.3,*,,,,,,n.a,,,,68.217,-0.0031,1.001135900171,-0.4964357,1.00113590017074,-0.4964357,8.32619339,29.7511916,29.7511917,0.0,/*,0.0057,,,126.2639,,,0.01228,Tau,69.182353,68.2170101,-0.0030663,,,175.137014,-18.804328,,8.325973,,,,,,,,,,,,,,,0.0057,68.2142,-0.0031,,
SEMB-L5 (35),2023-Oct-01 00:00,2460218.5,,,309.63538,-18.46118,306.89938,5.66912,146.9419,11.64229,,,,,-243645.24,2679.545,274.113,,999,,,,,,243375.5,*,,,,,,n.a,,,,307.234,0.0023,1.001422313227,-0.4956509,1.00142231322711,-0.4956509,8.32857542,29.7426612,29.742661,0.0,/*,0.0057,,,111.9298,,,0.01226,Cap,69.182355,307.2340448,0.0022723,,,27.067829,-31.648123,,8.328331,,,,,,,,,,,,,,,0.0057,307.2312,0.0023,,
SEMB-L5 (35),2023-Oct-02 00:00,2460219.5,,,310.63631,-18.20918,307.88422,5.74592,147.0457,11.3976,,,,,-240319.04,2969.139,274.147,,999,,,,,,240043.3,*,,,,,,n.a,,,,308.217,0.0022,1.001135816532,-0.4964365,1.00113581653212,-0.4964365,8.3261927,29.7511918,29.7511915,0.0,/*,0.0057,,,112.8585,,,0.01226,Cap,69.182353,308.2170102,0.0022349,,,27.748024,-32.444256,,8.325973,,,,,,,,,,,,,,,0.0057,308.2142,0.0022,,
36 Atalante (A855 TA),2023-Oct-01 00:00,2460218.5,,,308.3681,-34.71658,302.97814,-10.15025,30.67202,8.323357,,,,,,,,,999,,12.922,6.81,100.0,6e-11,0.0,*,0.067619,,,,,74.82,0.0,,,301.9586,-15.4364,2.708724440762,-5.572818,2.70872444076157,-5.572818,22.52777423,18.2167463,18.2167456,0.0,/*,0.0033,,,,,,0.02092,Mic,69.182355,301.9585643,-15.4364191,,,7.962289,-35.080805,,8.328331,0.019,0.009,0.021,0.0023,24.648,0.0001502,0.021,16.6463,1.8e-06,0.0,0.01,0.000111,254.5494,,0.0033,301.9569,-15.4367,8.59,0.15
36 Atalante (A855 TA),2023-Oct-02 00:00,2460219.5,,,308.60187,-34.62693,303.18609,-10.09463,30.73973,8.362792,,,,,,,,,999,,12.917,6.807,100.0,6e-11,0.0,*,0.0677,,,,,74.78,0.0,,,302.1752,-15.3992,2.705504168869,-5.5784882,2.70550416886893,-5.5784882,22.50099205,18.238125,18.2381243,0.0,/*,0.0033,,,,,,0.021,Mic,69.182353,302.1751921,-15.3991508,,,8.114824,-35.252418,,8.325973,0.019,0.009,0.021,0.0023,24.781,0.0001504,0.021,16.6534,1.8e-06,0.0,0.01,0.000111,254.7614,,0.0033,302.1735,-15.3994,8.59,0.15
37 Fides (A855 TB),2023-Oct-01 00:00,2460218.5,,,57.30325,22.54796,60.35029,4.38691,49.41438,-4.44869,,,,,,,,,999,,10.807,4.72,100.0,9e-11,0.0,*,0.068406,,,,,95.14,0.0,,,60.0427,2.4448,2.183901860727,-0.5308391,2.18390186072734,-0.5308391,18.16295793,21.8356202,21.8356205,0.0,/*,0.0042,,,,,,0.00722,Tau,69.182355,60.0427129,2.4448092,,,168.143252,-24.32902,,8.328331,0.02,0.007,0.021,0.00431,14.152,0.0002806,0.021,6.4135,1.7e-06,0.01,0.03,4.3e-05,350.6399,,0.0042,60.0406,2.4447,7.41,0.24
37 Fides (A855 TB),2023-Oct-02 00:00,2460219.5,,,57.65058,22.62916,60.68072,4.35718,49.426,-4.47165,,,,,,,,,999,,10.806,4.72,100.0,9e-11,0.0,*,0.068416,,,,,95.17,0.0,,,60.3737,2.4555,2.183600650678,-0.5122198,2.18360065067807,-0.5122198,18.16045284,21.8381623,21.8381626,0.0,/*,0.0042,,,,,,0.00723,Tau,69.182353,60.3736512,2.4554781,,,168.33829,-24.050128,,8.325973,0.02,0.007,0.021,0.00432,14.016,0.0002816,0.021,6.4024,1.7e-06,0.01,0.03,4.3e-05,350.9709,,0.0042,60.3716,2.4554,7.41,0.24
38 Leda (A856 AA),2023-Oct-01 00:00,2460218.5,,,101.02993,24.92483,99.93032,-1.11455,43.41811,-10.2702,,,,,,,,,999,,12.196,5.621,100.0,7e-11,0.0,*,0.05462,,,,,103.31,0.0,,,99.9969,1.8675,2.328818714978,-0.2465725,2.32881871497787,-0.2465725,19.36819466,20.9342154,20.934216,0.0,/*,0.004,,,,,,0.03059,Gem,69.182355,99.9968793,1.8675011,,,189.743377,9.57841,,8.328331,0.024,0.005,0.025,0.00139,-11.11,0.0001083,0.025,5.9534,2.1e-06,0.01,0.03,4e-05,354.848,,0.004,99.9949,1.8677,8.52,0.15
38 Leda (A856 AA),2023-Oct-02 00:00,2460219.5,,,101.3517,24.8674,100.21986,-1.18301,43.4243,-10.2671,,,,,,,,,999,,12.196,5.621,100.0,7e-11,0.0,*,0.054624,,,,,103.3,0.0,,,100.2925,1.8328,2.328680404471,-0.232383,2.32868040447138,-0.232383,19.36704436,20.9352926,20.9352932,0.0,/*,0.004,,,,,,0.03059,Gem,69.182353,100.2924605,1.8327861,,,189.92348,9.817085,,8.325973,0.024,0.005,0.025,0.0014,-11.245,0.0001086,0.025,5.9389,2.1e-06,0.01,0.03,4e-05,355.1452,,0.004,100.2905,1.833,8.52,0.15
39 Laetitia (A856 CA),2023-Oct-01 00:00,2460218.5,,,281.59398,-14.39916,280.06929,11.65266,33.2339,0.484197,,,,,,,,,999,,10.307,4.846,100.0,8e-11,0.0,*,0.091252,,,,,89.17,0.0,,,281.3538,8.5843,2.711955367141,-2.0118173,2.71195536714073,-2.0118173,22.55464503,18.2707619,18.2707611,0.0,/*,0.0035,,,,,,-0.01583,Sct,69.182355,281.3538178,8.5843386,,,19.5107,-5.414127,,8.328331,0.047,0.007,0.047,0.00649,-1.352,0.0009565,0.047,7.7762,3.1e-06,0.02,0.06,5.2e-05,274.1579,,0.0035,281.3521,8.5845,5.97,0.15
39 Laetitia (A856 CA),2023-Oct-02 00:00,2460219.5,,,281.8228,-14.40371,280.29561,11.6558,33.26275,0.458066,,,,,,,,,999,,10.305,4.845,100.0,8e-11,0.0,*,0.091291,,,,,89.21,0.0,,,281.5768,8.5617,2.7107936044,-2.0112349,2.71079360440025,-2.0112349,22.54498294,18.2784205,18.2784198,0.0,/*,0.0035,,,,,,-0.01586,Sct,69.182353,281.5768315,8.5617158,,,19.60641,-5.614292,,8.325973,0.047,0.007,0.047,0.00647,-1.294,0.0009548,0.047,7.7796,3.1e-06,0.02,0.06,5.2e-05,274.3789,,0.0035,281.5751,8.5619,5.97,0.15
Io (501),2023-Oct-01 00:00,2460218.5,,,35.18172,12.79144,37.13402,3.35851,-0.09892,0.443037,,,,,-71.123,0.683,270.551,,999,,5.281,5.052,100.0,6e-13,71.1266,*,1.015601,217.28316,3.102891,217.283137,3.102881,347.41,0.0,4.5836,0.503,37.1355,-1.167,4.967240986479,10.637009,4.96724098647914,10.637009,41.31128358,10.6467062,10.6467049,0.0,/*,0.0001,,,37.2718,,,0.03572,Ari,69.182355,37.1354999,-1.1670184,268.01722,64.54227,154.265025,-44.580142,,8.328331,,,,,,,,,,,,,,,0.0001,37.1355,-1.1671,,
Io (501),2023-Oct-02 00:00,2460219.5,,,35.31486,12.84036,37.27266,3.34886,22.13605,-2.70445,,,,,100.979,-4.997,92.832,,999,,5.285,5.054,100.0,1.4e-09,101.1026,*,1.014827,60.628734,3.101423,60.633008,3.101049,96.97,0.0,4.5991,0.503,37.2742,-1.1629,4.971031033035,-14.8227501,4.97103103303522,-14.8227501,41.34280443,26.8050441,26.8050444,0.0,/*,0.0043,,,119.8114,,,0.00144,Ari,69.182353,37.2742059,-1.1629326,268.01744,64.54228,154.392597,-44.475373,,8.325973,,,,,,,,,,,,,,,0.0043,37.2721,-1.1629,,
Europa (502),2023-Oct-01 00:00,2460218.5,,,35.17254,12.79253,37.12633,3.36323,25.1051,-1.74486,,,,,-98.779,17.676,280.146,,999,,5.597,5.023,100.0,1.5e-09,100.3481,*,0.866437,328.001247,3.403392,328.006077,3.403462,93.98,0.0,4.8709,0.432,37.1274,-1.1631,4.973252396567,7.7524134,4.97325239656698,7.7524134,41.36127895,26.3791623,26.3791624,0.0,/*,0.0048,,,147.2421,,,-0.00053,Ari,69.182355,37.1273874,-1.1630801,266.98571,64.55062,154.253239,-44.583433,,8.328331,,,,,,,,,,,,,,,0.0048,37.125,-1.1632,,
Europa (502),2023-Oct-02 00:00,2460219.5,,,35.33436,12.84735,37.29289,3.3473,18.66044,-2.39018,,,,,173.686,-10.632,93.502,,999,,5.595,5.022,100.0,9e-10,174.0112,*,0.86677,69.209752,3.404941,69.213359,3.404772,97.3,0.0,4.8907,0.432,37.2945,-1.1625,4.971342618638,-12.3121166,4.97134261863843,-12.3121166,41.34539581,22.5079807,22.507981,0.0,/*,0.0036,,,112.1416,,,0.00167,Ari,69.182353,37.2944622,-1.1624911,266.98579,64.55089,154.411349,-44.460166,,8.325973,,,,,,,,,,,,,,,0.0036,37.2927,-1.1624,,
Ganymede (503),2023-Oct-01 00:00,2460218.5,,,35.1258,12.77448,37.07728,3.36584,17.57075,-0.96147,,,,,-275.031,27.074,275.624,,999,,4.886,5.444,100.0,1.3e-09,276.3596,*,1.459304,293.761949,3.12436,293.765325,3.124435,93.13,0.0,4.4076,0.729,37.0784,-1.1653,4.97207602925,10.3665146,4.97207602925005,10.3665146,41.3514954,20.449226,20.4492258,0.0,/*,0.0034,,,111.1709,,,-0.00109,Ari,69.182355,37.0784002,-1.1653161,268.13582,64.36598,154.208884,-44.620935,,8.328331,,,,,,,,,,,,,,,0.0034,37.0767,-1.1654,,
Ganymede (503),2023-Oct-02 00:00,2460219.5,,,35.26162,12.82496,37.21896,3.35649,23.86639,-1.81715,,,,,-92.006,22.479,283.73,,999,,4.889,5.446,100.0,2.3e-09,94.7123,*,1.458035,343.936353,3.122812,343.940949,3.122817,94.35,0.0,4.4236,0.728,37.2201,-1.1606,4.976404604859,3.6817771,4.97640460485903,3.6817771,41.38749507,24.2777118,24.2777118,0.0,/*,0.0046,,,161.3483,,,-0.00029,Ari,69.182353,37.2200958,-1.1606411,268.13576,64.36598,154.338876,-44.513629,,8.325973,,,,,,,,,,,,,,,0.0046,37.2178,-1.1607,,
Callisto (504),2023-Oct-01 00:00,2460218.5,,,35.07609,12.7591,37.02672,3.37209,17.46509,-1.16202,,,,,-456.743,49.575,276.198,,999,,6.018,6.385,100.0,1.1e-09,459.4228,*,1.33592,297.430251,2.859767,297.43361,2.859818,93.81,0.0,4.6897,0.667,37.0275,-1.1641,4.975311132077,7.4915425,4.97531113207667,7.4915425,41.37840093,19.0772837,19.0772836,0.0,/*,0.0034,,,117.6562,,,-0.00064,Ari,69.182355,37.0275442,-1.1640763,268.19446,64.7543,154.159103,-44.657433,,8.328331,,,,,,,,,,,,,,,0.0034,37.0259,-1.1641,,
Callisto (504),2023-Oct-02 00:00,2460219.5,,,35.1961,12.8032,37.1517,3.36335,19.84239,-1.45678,,,,,-333.743,47.169,278.047,,999,,6.022,6.387,100.0,1.5e-09,337.0578,*,1.334897,318.875632,2.858251,318.879454,2.858285,94.2,0.0,4.7033,0.667,37.1526,-1.1605,4.979126792761,5.5695095,4.97912679276079,5.5695095,41.41013482,20.7203377,20.7203377,0.0,/*,0.0038,,,139.3783,,,-0.00038,Ari,69.182353,37.1525844,-1.160454,268.19445,64.75432,154.274508,-44.563136,,8.325973,,,,,,,,,,,,,,,0.0038,37.1507,-1.1605,,
Amalthea (505),2023-Oct-01 00:00,2460218.5,,,35.209,12.80206,37.16267,3.35707,-6.80226,-0.32996,,,,,31.848,-4.492,98.028,,999,,14.362,8.111,100.0,9e-12,32.1633,*,0.069376,136.534913,39.747848,136.533623,10.513729,267.22,0.0,4.7495,0.014,37.1641,-1.1656,4.968555939915,-16.5069997,4.96855593991496,-16.5069997,41.32221971,17.8592285,17.8592302,0.0,/*,0.0013,,,39.6363,,,-0.00501,Ari,69.182355,37.1641111,-1.165623,268.27157,64.8383,154.290806,-44.558168,,8.328331,,,,,,,,,,,,,,,0.0013,37.1648,-1.1655,,
Amalthea (505),2023-Oct-02 00:00,2460219.5,,,35.29644,12.83231,37.25294,3.34903,-7.52049,-0.22768,,,,,30.095,-4.406,98.329,,999,,14.362,8.141,100.0,1e-11,30.4162,*,0.069375,139.075913,36.65007,139.074484,10.481964,268.27,0.0,4.7462,0.014,37.2546,-1.1647,4.96866581983,-15.5838127,4.96866581983011,-15.5838127,41.32313356,17.3083492,17.3083509,0.0,/*,0.0014,,,37.1051,,,-0.00433,Ari,69.182353,37.2545923,-1.1647176,268.30754,64.83387,154.37583,-44.491013,,8.325973,,,,,,,,,,,,,,,0.0014,37.2553,-1.1646,,
Himalia (506),2023-Oct-01 00:00,2460218.5,,,34.57005,12.09091,36.29744,2.9715,14.13189,-0.93483,,,,,-3077.66,-1392.56,245.683,,999,,15.106,8.211,100.0,3e-11,3378.586,*,0.047133,,,,,93.78,0.0,,,36.342,-1.6342,4.973066863072,3.0967263,4.97306686307216,3.0967263,41.35973592,14.5235944,14.5235943,0.0,/*,0.0027,,,92.0444,,,-0.00135,Ari,69.182355,36.3419979,-1.6341948,,,153.987865,-45.479672,,8.328331,,,,,,,,,,,,,,,0.0027,36.3406,-1.6342,,
